imacingi ||| he sent back .
simanum ||| Simānum ,
habura ||| Habūra ,
u mada madabi ||| and all their lands
namARADdanice ||| to serve her
sagce munirig ||| he presented to her .
sag erimgal ||| The evil persons
namrac akni ||| which he had taken as booty
enlil ninlilra ||| for Enlil and Ninlil
kisura ||| in the borderland
nibruka ||| of Nippur
simanum ||| Simānum
ki munegar ||| he settled them ,
iri munedu ||| and he built a city for them
X munetangub ||| and set it apart from … for them .
iriba ||| Of that city
cusuen ||| Šū-Sîn
dingirbim ||| was its god .
u namtarata ||| Since the time fate was decreed ,
lugalname ||| no king
sag namrac aknita ||| with the persons he had made into booty
enlil ninlilra ||| for Enlil and Ninlil
kisura ||| in the borderland
nibruka ||| of Nippur
iri ||| a city
ki nunegar ||| had ever founded ;
cusuen ||| but Šū-Sîn ,
lugal kalga ||| the mighty king ,
lugal urima ||| king of Ur
lugal an ubda limmubake ||| and king of the four world quarters ,
simanum ||| Simānum
ki munegar ||| he founded for them .
X X X X ||| …
X ||| …
X ||| …
X ||| …
X ||| …
sag namrac aknita ||| with the persons he had made into his booty
enlil ninlilra ||| for Enlil and Ninlil
kisura ||| on the borderland
nibruka ||| of Nippur
simanum ||| Simānum
ki munegar ||| he settled for them .
ubita ||| Since that time ,
martu lu halama ||| the Amorites , a destructive people ,
dim ||| with discernment
urbaragin ||| like a wolf's ,
tur X X X ||| … the pens .
lu ce nuzu ||| A people who do not know barley ,
lu X ||| a people who . . , .
X silima ||| … in/of well-being
X X ||| together with …
X X ||| by the …
munsese ||| he put them all .
X ||| …
X ||| …
X ||| …
X ||| …
X ||| …
u iri X ||| When the city …
anta X X ||| from above was … ,
hursag galgal ||| all the big mountain ranges
huringin ||| as if by an eagle ,
gu kice ||| with neck to the ground
bandabgar ||| were put before him .
iri adam ||| All their towns and villages
kigargarabi ||| which had been settled
dudura minigar ||| he made into ruined mounds .
X X ||| …
cusuen ||| Šū-Sîn ,
lugal kalga ||| the mighty king ,
lugal urima ||| the king of Ur ,
gectu cuma enkika ||| given wisdom by Enki
gectu mah X ||| and great wisdom by … ,
lugal nibru X ||| the king of Nippur …
cusuen ||| Šū-Sîn
X ||| …
X ||| …
X X X ||| …
sag X ||| he dislodged .
martu lu halama ||| The Amorites , a destructive people ,
tidnum X ||| the Tidnumites ,
iamadium X ||| and the Iam'adiumites
imadaec ||| came forth .
lugal X X X ||| Its kings
me cencena ||| in war and combat
imadudu ||| he battered .
X ||| …
X ||| …
X ||| …
X ||| …
X ||| …
X mi du X X ||| …
ubda anake ||| to all the quarters of the sky
sa binec ||| they reached .
X X HI X X ||| …
X ga X X ||| …
ensiensi ||| all the governors
cusuen lugal X ||| Šū-Sîn the king …
X X iri X ||| …
cusuen lugal X ||| Šū-Sîn the king
agalbi X ||| their great forces …
uba X X ursag X X ||| At that time , … warrior . .
inim enlilata ||| by the command of Enlil ,
sig ekura X ||| the brickwork of the Ekur …
me cencena X ||| in war and battle …
X a X X ||| …
X ankia X ||| … in heaven and earth …
X ||| …
X ||| …
X ||| …
guza suhuc gina ||| May a throne with a secure foundation
kalama X ||| be … in the country .
muni kurkura ||| May his name in all the lands
hezu ||| be known .
igi dingir galgalnece ||| Before all the great gods
hulhulane ||| may he most happily
hedibdibe ||| pass by ,
ekur zagin ||| and in the lapis lazuli Ekur
enlilaka ||| of Enlil
gu ance henizi ||| may he lift high his shoulders .
alanga ||| Of my statue
kigubi ||| if off its standing place
ibdabkura ||| one removes it ,
alanani ||| and a stone statue of himself
bibguba ||| one makes stand upon it ,
nigdimamu ||| or he who my handiwork
ibzirea ||| shall erase ,
pisanduba ||| Basket-of-tablets
gurumak ||| inspections of
enungal X X ||| of Ennungal-… ,
luningirsu ||| Lu-Ningirsu ,
dumu bazi ||| son of Bazi ,
iti ezemekigal ||| month : “ Festival-of-Mekigal , ”
iti 3kam ||| of 3 month ,
X ||| …
X X ce ||| …
X ||| …
igal ||| are here ;
mu simurum lulubu ||| year : “ Simurum Lulubu . ”
ninhursag ||| For Ninhursag
cucina ||| of Susa ,
ninani ||| his mistress ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
eani ||| her temple
munadu ||| he built for her .
gectinana ||| To Geštinana ,
dumune ||| her son ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
namtilanice ||| for his life
a munaru ||| dedicated  to her .
3 dug dida saga ||| 3 jugs of good dida-beer ,
3 dug dida du ||| 3 jugs of common dida-beer ,
kicib umani ||| under seal of Umani ,
ca bala ||| part of the bala .
umani ||| Umani ,
dubsar ||| scribe ,
dumu namhani ||| son of Namhani .
culgi  ||| Šulgi ,
nita kalga  ||| the mighty man ,
lugal urima  ||| king of Ur
lugal an ubda limmuba  ||| and king of the four world quarters ,
menlil  ||| Simat-Enlil
dumumunusani  ||| his daughter .
hunili ||| Ḫunḫili , 
X kimac ||| governor of Kimaš , 
X mat elam ||| general of the land of Elam : 
tamgugu ||| Tamgugu 
ze ARAD zimi ||| … . 
X X X ||| …
X NE IGI ||| …
culgi ||| Šulgi ,
danum ||| the mighty ,
X uri ||| king of Ur
u X ||| and king
kibratim ||| of the world quarters
arbaim ||| the four ,
X X ||| …
cusuen ||| Šū-Suen ,
nita kalga ||| strong man ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of heaven with its four corners
luanatum ||| Lu-annatum ,
dubsar ||| scribe ,
dumu hesa ||| son of Ḫesa ,
ARADzu ||| is your servant .
culgi ||| Šulgi ,
dingir kalamana ||| the god of his country ,
lugal urima ||| king of Ur
lugal an ubda limmuba ||| and king of the four world quarters ,
ninkala ||| Ninkala ,
dumu nibru ||| a citizen of Nippur
kiagani ||| beloved by him ,
3 udu sadu gula ||| 3 rams , regular offerings of Gula ;
3 udu ||| 3 rams ,
3 u ||| 3 ewes ,
3 mac ||| 3 billy goats ,
bauc mu urgi ||| slaughtered , because of the dogs ;
dingirbani cu bati ||| Ilī-bani received ;
ziga ||| booked out
ki urkununa ||| from  Ur-kununa ;
iti ezemculgi ||| month : “ Festival-of-Šulgi , ”
mu usa kimac bahul ||| year after : “ Kimaš was destroyed . ”
3 sila ga ||| 3 suckling lamb ,
3 kir ga ||| 3 suckling female lamb ,
3 mac ga ||| 3 suckling kid ,
utuda ||| new-borns ;
u 3 la 3kam ||| it is on the 4 day ,
culgiamu idab ||| Šulgi-ayamu took .
iti cueca ||| Month : “ šu’ešša . ’
mu amarsuen lugale urbilum muhul ||| Year : “ King Amar-Suen destroyed Urbilum . ”
3 ||| 3 .
3 guruc 3 ginta ||| 3 male laborers at 3 shekels each ,
kubi 3 gin ||| the silver : 3 shekels ;
lu geci sanga dumuzime ||| they are plant oil workers of the temple household manager of Dumuzi ;
mu namuce ||| instead of Namu
habazizi ||| will to Ḫabazizi
susudam ||| be repaid ;
mu en nanna mace ipa ||| year : “ The high-priestess of Nanna through extispicy was named . ”
dingirigidu ||| to Dingir-igi-du
unadu ||| speak!
3 zulum ||| 3 barig dates ,
3 sila inun ||| 3 sila3 ghee ,
3 sila ga gal ||| 3 sila3 big-cheese ,
3 imgaga ||| 3 ban2 spelt ,
3 dabin ||| 3 barig flour ,
lucarara ||| to Lu-Šara
henabcumu ||| may he give!
kicibani ||| His sealed document
cu nababtiti ||| may he not receive!
3 guruc u 3ce ||| 3 male laborer work days ,
u gaga ||| food transported ,
ki lututa ||| from Lu-Utu ,
kicib urcara ||| under seal of Ur-Šara ;
ca bala ||| that of the bala ;
mu huhnuri bahul ||| year : “ Ḫuḫnuri was destroyed . ”
ARADnintu ||| ARAD-Nintu , 
ARAD cailicu ||| servant of Ša-ilišu . 
3 gu 3 mana sikigi ||| 3 talents 3 mina tan wool ,
3 gu 3 mana siki gukkal ||| 3 talents 3 mina wool of fat-tailed sheep ,
3 mana siki udu bauc ||| 3 mina wool , slaughtered sheep
namena ||| lordship ;
ki kasta ||| from Kas
gududu ||| did Gududu
cu bati ||| receive ;
mu cusuen lugal urimake mada zabcali muhul ||| year : “ Šu-Suen , king of Ur , the land of Zabšali destroyed . ”
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
alinisu ||| Alinisu ,
dubsar ||| scribe ,
ARADzu ||| is your servant .
X X ||| …
X ||| …
X ||| …
X ||| …
X ||| …
X X ||| …
X X ||| …
X X ||| …
X X X X ||| …
3 sila ninlil ||| 3 male lamb  Ninlil ,
muku ensi curuppak ||| delivery of the governor of Šuruppak ,
zabardab mackim ||| the zabardab was the responsible official ;
3 gu 3 ab 3 udu ||| 3 oxen , 3 cows , 3 rams ,
3 la 3 u 3 mac 3 ud ||| 3 ewes , 3 he-goats , 3 she-goats ,
cugid emuhaldimce ||| šu-gid for the kitchen ;
u 3kam ||| 4 day ;
ki nasata bazi ||| from  Nasa booked out ;
iti ezemana ||| month : “ Festival of An , ”
mu harci kimac bahul ||| year : “ Ḫarši and Kimaš were destroyed . ”
pisanduba ||| Basket-of-tablets
niginba sikiba ||| grand totals , wool rations ,
giri uraba ||| via Ur-abba ,
igal ||| are here ;
mu enmahgalana bahun ||| year : “ Enmaḫgalana was hired . ”
pisanduba ||| Basket-of-tablets
e bigua bala ||| xxx
ugula kikkenkene ||| xxx
igal ||| xxx
mu simurum lulubum ara 3 la 3kamac bahul ||| xxx
cusuen ||| Šū-Suen ,
nita kalga ||| strong man ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of heaven with its four corners
X ||| Al-… ,
sukkal X ||| courrier … ,
ARADzu ||| is your servant .
nani ||| To Nani
unadu ||| speak
3 ce gur ||| 3 gur of barley
elakcuqira ||| to Elak-šuqir
henabcumu ||| may he give ;
namigure ||| there is no recourse ,
gunakam ||| it is his burden .
tukumbi ||| Should he
nunancum ||| not give  to him ,
eanita ||| it will , out his own household ,
ibsusu ||| be redeemed .
cusuen ||| Šu-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
ARADnanna ||| ARAD-Nanna ,
sukkalmah ||| sukkalmaḫ ,
dumu urculpae ||| son of Ur-Šulpa’e ,
sukkalmah ||| sukkalmaḫ ,
ARADzu ||| is your servant .
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
culgisipakalama ||| Šulgi-sipa-kalama ,
ragaba ||| rider ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
kicib urenlila ||| sealed documents of Ur-Enlila
igal ||| are here ;
mu engalana ||| year : “ Engalana . ”
pisanduba ||| Basket-of-tablets
nigkak ||| xxx
gu apin ||| xxx
ab ud ||| xxx
gabari ensi ||| xxx
igal ||| xxx
aca ublupada ||| xxx
mu usa kimac mu usabi ||| xxx
3 dur ||| 3 dur3-jacks ,
3 eme ||| 3 eme6-jennies ,
3 cegbarnita ||| 3 bucks ,
3 cegbarmunus ||| 3 does ,
3 udu hursag ||| 3 rams , mountain-range ,
3 u hursag ||| 3 ewes , mountain-range ,
u 3kam ||| 4 day ;
ki abasagata ||| from Abbasaga ,
ludingira idab ||| Lu-dingira accepted ;
iti ezemah ||| month : “ Great-festival , ”
mu amarsuen lugale urbilum muhul ||| year : “ Amar-Suen , the king , Urbilum destroyed ; ”
3 ||| 3 .
pisanduba ||| Basket-of-tablets
nigkak a erina ||| accounts of the labor of troops ,
ipae dumu aba ||| Ipa’e , son of Ayabba ,
igal ||| are here ;
mu bad martu badu ||| year : “ The Amorite wall was erected . ”
nanna ||| To Nanna ,
lugalani ||| his master ,
urnamma ||| Ur-Namma ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
namtilanice ||| for his life
a munaru ||| he dedicated it to him .
3 ceba zamu ||| 3 barig ration barley , New Year , 
ekikkenta ||| from the mill , 
ninurada ||| did Ninurada 
cu bati ||| receive ; 
iti dumuzi ||| from month “ Dumuzi , ” 
mu urbilum bahul ||| year : “ Urbilum was destroyed . ” 
pisanduba ||| Basket-of-tablets
kicib daba ||| sealed documents of dab ,
urcara dumu daga ||| Ur-Šara , son of Dayaga ,
igal ||| are here ;
mu enunugal inanna bahun ||| year : “ Enunugal of Inanna was hired . ”
3 udu bargal bauc ||| 3 sheep , with fleece , slaughtered ,
ki kuganita ||| from Kugani ,
kicib lukala ||| under seal of Lukalla ;
iti minec ||| month “ mineš , ”
mu enunugal en inanna bahun ||| year : “ Enunugal , the en-priest of Inanna , was installed . ”
lukala ||| Lukalla ,
dubsar ||| scribe ,
dumu ure cuc ||| son of Ur-E’e , cattle manager .
3 guruc u 3ce ||| 3 laborer workdays ,
ecitimguba ||| at Ešitimgubba ,
ecutumka guba ||| storehouse stationed ;
ugula ARAD ||| foreman : ARAD ;
kicib luhaia ||| under seal of Lu-Ḫaya ;
mu en gaec bahun ||| year : “ The high-priestess of Ga’eš was hired . ”
luhaia ||| Lu-Ḫaya ,
dubsar ||| scribe ,
dumu ure cuc ||| son of Ur-e’e , chief livestock manager .
pisanduba ||| Basket-of-tablets
pisan lubanda ||| xxx
X zu ||| …
3 nigin ilar alanum ||| 3 bundles of … of hazel wood ,
3 X nukuc ||| 3 … ,
3 patium halub maba ku gar ||| 3 pati’um-container made of oak … with silver inlay ,
3 sig cu ||| 3 … with a bronze handle ,
3 girigub cakal ||| 3 foot-stool of šakal-wood ,
3 girigub asal ||| 3 foot-stool of poplar ,
3 guzanin cinig ||| 3 … chairs made of tamarisk ,
3 guza gida ||| 3 long chair ,
3 na pec ||| 3 bed of fig-tree wood ,
3 na cakal ||| 3 bed of šakal-wood ,
3 na hachur ||| 3 bed of apple-tree wood .
anahegal ||| Ana-ḫegal ,
dumu magure ||| son of Magure .
3 ce gur ||| 3 gur 3 barig of barley
gurucbi 3 u 3ce ||| its workmen : five days ;
ce gurde ||| for harvesting barley
sagbi gigidam ||| its sag will be brought in ,
ki SIAa nagadata ||| from S . , the shepherd ,
zumakum engar ||| Zumakum , the ploughman ,
cu bati ||| has received .
mu zumakumce ||| Instead of Zumakum ,
kicib belisipa engar ||| sealed tablet of Beli-re’i , the ploughman .
antalu ||| Antalu ? ,
urculpae acgab ||| Ur-Šulpae , the leatherworker ,
adalal ||| Adalal
luinimabime ||| are its witnesses .
mu cusuen lugal urima mada zabcalim muhula ||| Year : “ Šu-Suen , the king of Ur , destroyed the lands of Zabšali . ”
3 gu ||| 3 ox ,
u 3kam ||| 4 day ,
ki abasagata ||| from Abbasaga
cumama ||| Šu-Mama
idab ||| accepted ;
iti cueca ||| month : “ šu’ešša , ”
mu cacru bahul ||| year : “ Šašru was destroyed ; ”
3 gu ||| 3 ox .
3 sar 3 gin igi3gal e dua u kislah ||| 3 ? 3 sar 3 shekels  finished house and lot
nigsabi 3 gin igi3gal kubabbarce ||| as its exchange value : 3 shekels of silver ,
lucalim dumu dada sangake ||| did Lu-šalim , son of Dada , the household administrator ,
lubalasaga dumu ceckala ||| to Lu-bala-saga , son of Šeškala ,
enlilda lugalHAR dumunime ||| Enlilda and Lugal-HAR , his children ,
u gemenlila damnir ||| and Geme-Enlila , his wife ,
incisa ||| give in exchange for it .
ninurta ||| Ninurta ,
ensigal ||| big-governor
enlil ||| of Enlil .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
urlamma ||| xxx
dumu erinda ||| xxx
ca ekikken ||| xxx
igal ||| xxx
mu harci hurti bahul ||| xxx
pisanduba ||| Basket-of-tablets
X ||| xxx
idab X X ||| xxx
igal ||| are here ;
mu amarsuen lugal ||| year : “ xxx . ”
pisanduba ||| Basket-of-tablets
barakara hala ||| xxx
igal ||| xxx
mu cusuen lugal ||| xxx
enki ||| For Enki ,
lugalani ||| his master ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
eani ||| his temple
munadu ||| he built for him .
pisanduba ||| Basket-of-tablets
kiri kabduga ||| xxx
girsuta ||| xxx
guabace ||| xxx
igal ||| xxx
mu usa simanum bahul ||| xxx
pisanduba ||| Basket-of-tablets
gizi udu gua ||| xxx
udu muku ||| xxx
udu ziga ||| xxx
nigkak udu ||| xxx
siki girgul ||| xxx
igal ||| xxx
iti GANmacta ||| xxx
iti ceilace ||| xxx
iti 3kam ||| xxx
mu naruamah badu ||| xxx
lusuen ||| Lu-Suen
dumu ursaga ||| son of Ur-saga ,
sipa gu niga ||| herdsman of grain-fed oxen .
pisanduba ||| Basket-of-tablets
dub gida ||| long-tablets ,
didli ||| various ones ,
igal ||| are here .
pisanduba ||| Basket-of-tablets
kicib dab ||| xxx
a erina ||| xxx
urama ||| xxx
dumu nasilimka ||| xxx
iti 3kam ||| xxx
igal ||| xxx
iti sigicubagarata ||| xxx
iti dumuzice ||| xxx
mu cusuen lugale mada zabcali muhul ||| xxx
pisanduba ||| Basket-of-tablets
mu didli ||| xxx
ce cukura ||| xxx
erin girsu ||| xxx
igal ||| xxx
mu simurum bahul ||| xxx
X ||| ,
lugal kalga ||| the mighty king ,
lugal urima ||| king of Ur
lugal an ubda limmubake ||| and king of the four world quarters ,
u mada zabcali ||| when the land of Zabšali
u mada mada ||| and the lands
cimackika ||| of Simaški
muhula ||| he destroyed ,
mac gal ||| a big goat —
gun ancana ||| tribute of Anšan
muntumana ||| which they had brought to him —
damcilumbi ||| a representation of it
munandim ||| he fashioned for her ,
namtilanice ||| and for his life
a munaru ||| he dedicated it to her .
3 udu niga ||| 3 grain-fed sheep ,
n udu niga gueusa ||| 3 grain-fed sheep “ attached to the ox , ”
n macgal niga ||| 3 grain-fed large billy goats ,
u X ||| nth day ,
ki abasagata ||| from Abbasaga
nalu idab ||| Nalu took control of .
iti kisikininazu ||| Month “ weaving of Ninazu , ”
mu huhnuri bahul ||| year : “ Huhnuri was destroyed . ”
3 ud cimacgi ||| 3 nanny goat , Šimaškian ,
u 3kam ||| 4 day ;
ki abasagata ||| from Abbasaga
utamicaram ||| Ūta-mīšaram
idab ||| accepted ;
iti cueca ||| month : “ šu’ešša , ”
mu huhnuri bahul ||| year : “ Ḫuḫnuri was destroyed . ”
3 ||| 3 .
pisanduba ||| Basket-of-tablets
lu nigdab ||| xxx
girsuta ||| xxx
guabace ||| xxx
pisanduba ||| Basket-of-tablets
ce gecea 3 ||| threshed barley , …
X X X ||| … ,
mu simurum lulubu ||| year : “ Simurum Lulubu ”
u mu urbilum ||| and the year : “ Urbilum , ”
igal ||| are here .
ebarad ||| Ebarad ,
lugal ancan u cucin ||| king of Anshan and Susa
silhaha ||| Silḫaḫa
sukkalmah ||| Grand-Regent ,
X ||| Addašu…
ancan u cucinam ||| Anshan and Susa
adahucu ||| did Addaḫušu
sukkal u ipir ca cucin ||| Regent and … in Susa ,
dumu nin silhaha ||| son of the sister of Silḫaḫa
e |EN×KUR| ||| the house of …
mudu ||| build .
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
titi  ||| for Titi ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
kamu  ||| for Ka’amu ;
3 kac 3 ninda 3 sa cum  ||| 3 ban2 beer , 3 ban2 bread , 3 bundles onions ,
3 sila i 3 gin naga  ||| 3 sila3 oil , 3 shekels alkali-plant ,
lugalammamu  ||| for Lugal-Lammamu ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
inhan  ||| for Inhan ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
culgili  ||| for Šulgi-ilī ;
cunigin 3 sila kac 3 sila ninda 3 sa cum  ||| total : 3 ban2 3 sila3 beer ; 3 ban2 3 sila3 bread ; 3 bundles onions ;
3 sila la 3 gin i 3 gin naga  ||| 3 sila3 less 3 shekels oil ; 3 shekels alkali-plant ;
u 3kam  ||| 4 day ,
iti eiti3  ||| month : “ House-month-6 . ”
pisanduba ||| Basket-of-tablets
nigkak uzu ||| xxx
ickurabi agrig ||| xxx
igal ||| xxx
iti cugara ||| xxx
mu ibisuen lugalta ||| xxx
iti diri cesagku ||| xxx
mu inanna unu mace ipa ||| xxx
mubi mu 3am ||| xxx
itibi iti 3am ||| xxx
iti diri 3am caba igal ||| xxx
pisanduba ||| Basket-of-tablets
nigkak ||| Accounts ,
KA la ||| … ,
kurucdaene ||| of the fatteners ;
3 macgal niga saga ||| 3 buck , barley-fed , good quality ,
3 macgal niga saga us ||| 3 bucks , barley-fed , 4 grade ,
3 macgal niga 3kam us ||| 3 bucks , barley-fed , 4 grade ,
3 acgar niga 3kam us ||| 3 female kids , barley-fed , 4 grade ,
3 acgar niga ||| 3 female kids , barley-fed ,
3 mac gaba ||| 3 unweaned kid ,
3 acgar X ||| 3 female kids … ,
muku u X teca cumde gecbur nususu ||| delivery , and … to give , … ;
ki abaenlilginta ||| from Aba-Enlilgin ,
dudu idab ||| Duyudu accepted ;
mu cusuen lugal urimake narua mah enlil ninlilra munedu ||| year : “ Šu-Sin , king of Ur , erected the grand-stele for Enlil  Ninlil ; ”
3 udu ||| 3 small cattle .
X X X X ||| …
3 GAN gec ara 3 GANta ||| 3 bur3 , 3 eše3 3 iku field , harrowing , 3 ,
a erinabi u 3 ||| its troop labor : 3 days ;
3 GAN gec ara 3 GANta ||| 3 bur3 field , harrowing , 3 ,
a erinabi u 3 ||| its troop labor : 3 days ;
3 GAN gec ara 3 GANta ||| 3 eše3 , 3 iku field , harrowing , 3 ,
a erinabi u 3 ||| its troop labor : 3 days ;
a gecura ||| work of harrowing ;
3 sar gi zea 3 sarta ||| 3 sar , reeds uprooted , at 3 sar ,
abi u 3 ||| its labor : 3 days ;
3 sar gi zea 3 sarta ||| 3 sar , reeds uprooted , at 3 sar
abi u 3 ||| its labor : 3 days ;
a lu hunga ||| labor of hired men ;
3 sar gi kura 3 sarta ||| 3 sar , reeds cut , at 3 sar ,
abi u 3 ||| its labor : 3 days ;
3 sar al 3 sarta ||| 3 sar , hoeing , at 3 sar ,
abi u 3 ||| its labor : 3 days ;
3 sar al 3 sarta ||| 3 sar , hoeing , at 3 sar ,
abi u 3 ||| its labor : 3 days ;
3 sar X 3 sarta ||| 3 sar , … , at 3 sar ,
abi u 3 ||| its labor : 3 days ;
giri X nubandagu ||| via … , oxen manager ;
acage kin ak ||| field work done ,
aca latur ||| field “ Latur ; ”
ugula urgigir nubandagu ||| foreman : Ur-gigir , oxen manager ;
kicib lugalnesage ||| under seal of Lugal-emaḫe ;
iti dal ||| month : “ Flight , ”
mu X bahul ||| year : “ … was destroyed . ”
lugalemahe ||| Lugal-emaḫe ,
dubsar ||| scribe ,
dumu lugalkugani ||| son of Lugal-kugani .
pisanduba ||| Basket-of-tablets
kicib gi lu nigdabakene ||| xxx
ibtabalaba en tare ||| xxx
igal ||| xxx
ca bala ||| xxx
mu cusuen lugal ||| xxx
pisanduba ||| Basket-of-tablets
kicib nindingirbaba ||| sealed documents of Nindingir-Baba ,
kicib lamu ||| sealed documents of Layamu
macdarea nindingirbaba ||| offerings of Nindingir-Baba ,
igal ||| are here .
n 3 sila X ||| 3 sila3 x ,
3 sila gar ||| 3 ban2 3 sila3 dried cheese ,
3 sila zulum gur ||| 3 gur 3 barig 3 ban2 3 sila3 dates ,
ki cuecdarta ||| from Šu-Ešdar ,
X ||| …
cu bati ||| received ;
mu cusuen lugal urimake e cara umma mudu ||| year : “ Šu-Suen , king of Ur , the house of Šara in Umma erected . ”
nurili ||| Nūr-ilī ,
dubsar ||| scribe ,
dumu urdumuzi ||| son of Ur-Dumuzi ,
dubsar ||| scribe .
pisanduba ||| Basket-of-tablets
kine ra didli ||| xxx
igal ||| xxx
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
kuningal ||| Ku-Ningal ,
dumu kalamu ||| son of Kallamu ,
cabra ||| household manager ,
ninsun ||| of Ninsun ,
ARADzu ||| is your servant .
X ||| … ,
lugal kalga ||| the mighty king ,
lugal urima ||| king of Ur
lugal an ubda limmuba ||| and king of the four world quarters ,
X ||| … ,
dumu ahua ||| the son of Aḫḫū'a ,
ensi ||| the governor
puska ||| of Pus ,
ARADzu ||| your servant .
pisanduba ||| Basket-of-tablets
dugan kicib ra ||| xxx
zi X ||| xxx
mu ||| xxx
n gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ki puzurili ||| with Puzur-ilī ;
3 gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ki nimgirinimgina ||| with Nimgir-inimgina ;
3 gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ki gabatal ||| with Gab-atal ;
3 gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ki urbaba ||| with Ur-Baba ;
3 udu u ki lusaga ||| 3 sheep , grass-fed , with Lu-saga ;
ugula lugalkuzu ||| foreman : Lugal-kuzu ;
3 gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ugula namhani ||| foreman : Namḫani ;
X udu u ki izuzu ||| 3 sheep , grass-fed , with Izuzu ,
ugula tahicatal ||| foreman : Taḫiš-atal ;
X gu u 3 udu u ||| 3 ox , grass-fed , 3 sheep , grass-fed ,
ki cakuge cabra ||| with Šakuge , the household manager ;
X gu u siskur guru ||| 3 ox , grass-fed , siskur-offering for the granary ,
ki lunanna ||| with Lu-Nanna ;
X gu u siskur nisaba ||| 3 ox , grass-fed , siskur-offering for Nisaba ,
ki eabani ||| with Ea-bani ;
X nigdab ezemcusuen ||| … taken , month “ Festival of Šu-Suen , ”
ca nagabtum ||| in the Fattening House ,
ARADmu mackim ||| ARAD-mu , responsible official ;
u 3kam ki dugata bazi ||| the 4 day , booked out from Duga ,
giri hulal dubsar ||| via Ḫulal , the scribe ;
iti diri ezemekigal usa ||| extra month following : “ Mekigal Festival , ”
mu simanum bahul ||| year : “ Simanum was destroyed . ”
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
X ||| … ,
dubsar ||| scribe ,
dumu uremahe ||| son of Ur-Emaḫe ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
nigkak ||| xxx
abasaga ||| xxx
iti macdaguta ||| xxx
iti cesagku ||| xxx
iti 3kam ||| xxx
mu enunugal inanna ||| xxx
igal ||| xxx
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmubake ||| king of the four corners
puzurenlil ||| Puzur-Enlil ,
ARADzu ||| is your servant .
enlil ||| To Enlil ,
lugal kurkura ||| the king of all the lands ,
alan urnamma ||| a statue of Ur-Namma ,
nita kalga ||| the strong man ,
lugal urima ||| king of Ur
lugal kiengi ||| king of Sumer
kiurika ||| and Akkad ,
nabi ||| whose stone
esiam ||| is diorite ,
urnamma ||| I , Ur-Namma ,
nita kalga ||| the strong man ,
lugal urima ||| king of Ur
lugal kiengi kiuri ||| and king of Sumer and Akkad ,
e nanna ||| when the temple of Nanna
lugalga mudua ||| my master I built ,
